CIF file,Number of atoms in supercell,Min distance,Processing time (s)
1245633.cif,436,N/A,0.002
1411039.cif,323,N/A,0.002
559011.cif,296,N/A,0.002
1725442.cif,286,N/A,0.002
1400134.cif,316,N/A,0.001
1245627.cif,436,N/A,0.003
559005.cif,296,N/A,0.002
1933163.cif,175,N/A,0.002
1717382.cif,210,N/A,0.001
535875.cif,296,N/A,0.002
1933605.cif,120,N/A,0.002
1929885.cif,212,N/A,0.001
1406237.cif,284,N/A,0.002
1431470.cif,304,N/A,0.002
535646.cif,466,N/A,0.003
1200390.cif,296,N/A,0.002
1602770.cif,333,N/A,0.002
1901884.cif,316,N/A,0.001
1013426.cif,233,N/A,0.001
537737.cif,180,N/A,0.001
1013432.cif,233,N/A,0.002
1007321.cif,183,N/A,0.002
1614660.cif,495,N/A,0.002
548691.cif,212,N/A,0.001
537045.cif,228,N/A,0.001
1954891.cif,316,N/A,0.001
460647.cif,175,N/A,0.002
1228346.cif,212,N/A,0.001
1237266.cif,142,N/A,0.001
1129786.cif,206,N/A,0.002
1232478.cif,296,N/A,0.002
1234009.cif,233,N/A,0.002
560653.cif,228,N/A,0.001
1227713.cif,333,N/A,0.002
1943453.cif,175,N/A,0.002
1010113.cif,180,N/A,0.001
1000300.cif,272,N/A,0.001
1227707.cif,261,N/A,0.002
1010107.cif,180,N/A,0.001
557955.cif,333,N/A,0.002
1803077.cif,326,N/A,0.002
1151629.cif,223,N/A,0.002
301790.cif,178,N/A,0.001
1228352.cif,212,N/A,0.001
1905374.cif,402,N/A,0.002
1010488.cif,206,N/A,0.002
300667.cif,385,N/A,0.002
535487.cif,180,N/A,0.001
1634765.cif,295,N/A,0.002
555367.cif,228,N/A,0.001
300673.cif,212,N/A,0.001
537284.cif,212,N/A,0.001
1722107.cif,206,N/A,0.002
536824.cif,206,N/A,0.002
1411213.cif,330,N/A,0.002
382664.cif,413,N/A,0.002
1048191.cif,228,N/A,0.001
459549.cif,228,N/A,0.001
1211048.cif,183,N/A,0.002
1013803.cif,212,N/A,0.002
1623225.cif,300,N/A,0.002
1022360.cif,206,N/A,0.001
1406035.cif,210,N/A,0.002
1011966.cif,466,N/A,0.004
1248667.cif,128,N/A,0.001
1818696.cif,211,N/A,0.002
536818.cif,206,N/A,0.002
1013624.cif,482,N/A,0.003
461001.cif,212,N/A,0.001
535322.cif,228,N/A,0.001
542814.cif,334,N/A,0.002
1008204.cif,212,N/A,0.001
1023081.cif,175,N/A,0.002
1907749.cif,399,N/A,0.003
1232120.cif,284,N/A,0.002
548487.cif,212,N/A,0.001
1642624.cif,236,N/A,0.002
1710176.cif,228,N/A,0.001
1433071.cif,160,N/A,0.002
1709341.cif,466,N/A,0.004
1008576.cif,180,N/A,0.002
1729091.cif,266,N/A,0.002
535336.cif,316,N/A,0.001
1048152.cif,413,N/A,0.002
1234223.cif,413,N/A,0.002
1013630.cif,482,N/A,0.003
1538118.cif,233,N/A,0.001
1148608.cif,180,N/A,0.001
1804268.cif,228,N/A,0.001
1731190.cif,429,N/A,0.003
1010477.cif,206,N/A,0.002
1142325.cif,323,N/A,0.002
311959.cif,206,N/A,0.002
1642618.cif,236,N/A,0.002
1531128.cif,180,N/A,0.002
1818133.cif,212,N/A,0.002
312288.cif,316,N/A,0.002
1234579.cif,128,N/A,0.002
1013634.cif,212,N/A,0.002
1234227.cif,413,N/A,0.002
535332.cif,316,N/A,0.002
1048156.cif,223,N/A,0.002
458848.cif,206,N/A,0.002
1008572.cif,180,N/A,0.001
461011.cif,212,N/A,0.002
1008214.cif,212,N/A,0.002
1433075.cif,160,N/A,0.002
1642620.cif,236,N/A,0.002
537243.cif,332,N/A,0.002
1148156.cif,212,N/A,0.002
558848.cif,296,N/A,0.002
1232124.cif,233,N/A,0.002
311975.cif,233,N/A,0.002
535326.cif,228,N/A,0.001
1238409.cif,228,N/A,0.001
1729081.cif,426,N/A,0.002
1227501.cif,206,N/A,0.002
1121876.cif,268,N/A,0.001
1233574.cif,228,N/A,0.001
1054225.cif,160,N/A,0.002
1611522.cif,212,N/A,0.002
1008228.cif,212,N/A,0.002
1818137.cif,296,N/A,0.002
1643502.cif,233,N/A,0.002
300688.cif,212,N/A,0.002
1010473.cif,206,N/A,0.002
1400497.cif,228,N/A,0.001
1232118.cif,284,N/A,0.002
312298.cif,316,N/A,0.002
1430232.cif,228,N/A,0.001
382853.cif,180,N/A,0.001
1824157.cif,296,N/A,0.002
536820.cif,206,N/A,0.002
1722103.cif,206,N/A,0.002
1234582.cif,212,N/A,0.002
300677.cif,212,N/A,0.002
1227298.cif,456,N/A,0.003
300663.cif,385,N/A,0.003
535483.cif,212,N/A,0.002
1925249.cif,326,N/A,0.003
459559.cif,228,N/A,0.002
1013813.cif,332,N/A,0.003
1241647.cif,180,N/A,0.001
1623553.cif,496,N/A,0.003
1228197.cif,206,N/A,0.002
1634749.cif,160,N/A,0.002
1627053.cif,283,N/A,0.002
1717190.cif,228,N/A,0.001
1406743.cif,420,N/A,0.002
1013807.cif,296,N/A,0.002
1961351.cif,296,N/A,0.002
1802806.cif,296,N/A,0.002
536808.cif,206,N/A,0.002
1937498.cif,212,N/A,0.002
548695.cif,212,N/A,0.002
1011547.cif,317,N/A,0.002
1007325.cif,183,N/A,0.002
1006985.cif,466,N/A,0.004
1220044.cif,196,N/A,0.002
1237538.cif,178,N/A,0.001
1324236.cif,333,N/A,0.002
1008002.cif,284,N/A,0.002
1007331.cif,183,N/A,0.002
548681.cif,212,N/A,0.002
301794.cif,175,N/A,0.002
1007319.cif,228,N/A,0.001
1920866.cif,402,N/A,0.002
1630088.cif,212,N/A,0.002
1406596.cif,180,N/A,0.001
1010103.cif,180,N/A,0.001
1955221.cif,296,N/A,0.002
1000310.cif,180,N/A,0.001
1953650.cif,394,N/A,0.002
1227703.cif,228,N/A,0.001
1323217.cif,464,N/A,0.002
460131.cif,210,N/A,0.002
1829842.cif,228,N/A,0.001
1010117.cif,180,N/A,0.001
1000304.cif,272,N/A,0.001
460125.cif,210,N/A,0.002
539044.cif,228,N/A,0.001
460643.cif,175,N/A,0.002
1000489.cif,228,N/A,0.001
1216247.cif,253,N/A,0.002
1013393.cif,300,N/A,0.002
1640590.cif,228,N/A,0.001
1625308.cif,212,N/A,0.002
1722315.cif,206,N/A,0.002
1640584.cif,272,N/A,0.001
559029.cif,150,N/A,0.001
537928.cif,296,N/A,0.002
1936751.cif,175,N/A,0.002
548642.cif,212,N/A,0.002
535859.cif,296,N/A,0.002
535681.cif,212,N/A,0.002
300461.cif,228,N/A,0.001
1406233.cif,284,N/A,0.002
1215772.cif,369,N/A,0.003
535871.cif,296,N/A,0.002
1030576.cif,386,N/A,0.002
1933167.cif,175,N/A,0.002
1245623.cif,436,N/A,0.004
1725446.cif,206,N/A,0.003
1621152.cif,284,N/A,0.002
1213471.cif,160,N/A,0.002
1245637.cif,436,N/A,0.003
1731433.cif,212,N/A,0.002
535865.cif,296,N/A,0.002
1928553.cif,323,N/A,0.003
1004980.cif,206,N/A,0.006
1948338.cif,212,N/A,0.005
1814447.cif,414,N/A,0.006
1217788.cif,160,N/A,0.002
1020188.cif,212,N/A,0.005
1041562.cif,194,N/A,0.003
1022947.cif,495,N/A,0.005
1941308.cif,323,N/A,0.004
1217944.cif,160,N/A,0.003
1041576.cif,194,N/A,0.002
461415.cif,180,N/A,0.003
1008176.cif,394,N/A,0.004
301810.cif,175,N/A,0.003
1005452.cif,394,N/A,0.005
1000502.cif,296,N/A,0.004
1716891.cif,496,N/A,0.004
1908046.cif,189,N/A,0.003
1803661.cif,206,N/A,0.005
1715426.cif,210,N/A,0.002
1006615.cif,206,N/A,0.002
1520431.cif,268,N/A,0.002
1008638.cif,296,N/A,0.004
1010077.cif,206,N/A,0.004
1908052.cif,332,N/A,0.01
1410294.cif,228,N/A,0.008
1726946.cif,175,N/A,0.003
1231954.cif,206,N/A,0.005
382270.cif,180,N/A,0.002
1007292.cif,296,N/A,0.002
535939.cif,296,N/A,0.002
557602.cif,212,N/A,0.002
1234192.cif,300,N/A,0.004
1607977.cif,212,N/A,0.003
1013581.cif,206,N/A,0.002
302470.cif,199,N/A,0.005
1010088.cif,206,N/A,0.002
1644682.cif,296,N/A,0.002
1227688.cif,206,N/A,0.002
1011382.cif,189,N/A,0.002
1234186.cif,228,N/A,0.002
1936143.cif,500,N/A,0.004
1224395.cif,180,N/A,0.002
1320681.cif,297,N/A,0.003
1013595.cif,206,N/A,0.002
1024339.cif,228,N/A,0.002
1005491.cif,300,N/A,0.002
1932443.cif,316,N/A,0.002
1407059.cif,284,N/A,0.002
1611697.cif,212,N/A,0.002
1627325.cif,183,N/A,0.002
1953081.cif,228,N/A,0.002
535905.cif,296,N/A,0.006
1602833.cif,402,N/A,0.004
1217777.cif,160,N/A,0.006
537874.cif,228,N/A,0.003
1920709.cif,267,N/A,0.003
559161.cif,228,N/A,0.002
552034.cif,212,N/A,0.002
1236975.cif,265,N/A,0.002
1602827.cif,268,N/A,0.002
1217763.cif,206,N/A,0.003
459175.cif,296,N/A,0.002
1646254.cif,295,N/A,0.002
1234353.cif,326,N/A,0.003
1709231.cif,206,N/A,0.002
1008406.cif,461,N/A,0.004
535246.cif,228,N/A,0.002
1728599.cif,180,N/A,0.001
1965916.cif,466,N/A,0.004
535520.cif,160,N/A,0.002
1606116.cif,265,N/A,0.002
1013032.cif,180,N/A,0.001
537323.cif,142,N/A,0.001
1612177.cif,228,N/A,0.002
1709225.cif,266,N/A,0.002
1700567.cif,212,N/A,0.002
535252.cif,228,N/A,0.001
1234347.cif,228,N/A,0.001
458900.cif,150,N/A,0.001
1432545.cif,316,N/A,0.002
1815201.cif,333,N/A,0.002
1522024.cif,296,N/A,0.002
1611330.cif,228,N/A,0.001
313958.cif,212,N/A,0.002
314951.cif,212,N/A,0.001
1608107.cif,296,N/A,0.002
1522742.cif,414,N/A,0.003
536015.cif,180,N/A,0.002
1838387.cif,160,N/A,0.002
1008348.cif,296,N/A,0.002
1010507.cif,450,N/A,0.003
560247.cif,212,N/A,0.001
1522030.cif,296,N/A,0.002
1611324.cif,228,N/A,0.001
537479.cif,332,N/A,0.002
1941136.cif,333,N/A,0.002
1803477.cif,233,N/A,0.002
1041748.cif,429,N/A,0.002
535285.cif,228,N/A,0.001
1240411.cif,228,N/A,0.001
1820245.cif,445,N/A,0.002
1920537.cif,266,N/A,0.002
1406179.cif,212,N/A,0.002
1232087.cif,233,N/A,0.002
1407267.cif,382,N/A,0.002
1221789.cif,414,N/A,0.002
1252767.cif,353,N/A,0.002
1907822.cif,420,N/A,0.002
1930056.cif,206,N/A,0.002
1824751.cif,206,N/A,0.001
1023654.cif,179,N/A,0.001
1407515.cif,316,N/A,0.001
1214054.cif,296,N/A,0.002
535291.cif,228,N/A,0.001
1011180.cif,399,N/A,0.003
1820251.cif,270,N/A,0.002
1723355.cif,180,N/A,0.001
1248717.cif,212,N/A,0.002
459363.cif,212,N/A,0.003
1406145.cif,212,N/A,0.002
1406151.cif,212,N/A,0.002
1636758.cif,272,N/A,0.002
1406150.cif,212,N/A,0.002
1636759.cif,180,N/A,0.001
1239845.cif,333,N/A,0.002
1228784.cif,175,N/A,0.002
1723354.cif,212,N/A,0.002
1406144.cif,212,N/A,0.002
459362.cif,212,N/A,0.002
1824750.cif,261,N/A,0.002
1930057.cif,206,N/A,0.002
1232092.cif,233,N/A,0.002
1242575.cif,180,N/A,0.002
1907823.cif,420,N/A,0.003
1252766.cif,293,N/A,0.002
1221788.cif,414,N/A,0.002
1820250.cif,326,N/A,0.003
535290.cif,228,N/A,0.002
1214055.cif,296,N/A,0.006
1407514.cif,316,N/A,0.002
1023655.cif,179,N/A,0.002
1920536.cif,266,N/A,0.003
1240410.cif,394,N/A,0.004
535284.cif,228,N/A,0.003
1407266.cif,382,N/A,0.004
1824744.cif,268,N/A,0.003
1233373.cif,272,N/A,0.002
1008349.cif,296,N/A,0.002
1041749.cif,429,N/A,0.003
537478.cif,332,N/A,0.003
1803476.cif,233,N/A,0.002
1611325.cif,228,N/A,0.002
1522031.cif,296,N/A,0.002
313959.cif,212,N/A,0.002
1522025.cif,296,N/A,0.002
554849.cif,212,N/A,0.002
1932873.cif,228,N/A,0.002
1000701.cif,272,N/A,0.004
536014.cif,180,N/A,0.002
1522743.cif,414,N/A,0.003
314950.cif,212,N/A,0.002
1612176.cif,228,N/A,0.002
537322.cif,142,N/A,0.001
1013033.cif,175,N/A,0.002
535253.cif,228,N/A,0.002
1700566.cif,212,N/A,0.002
458929.cif,228,N/A,0.002
1007720.cif,356,N/A,0.004
535247.cif,228,N/A,0.002
1716310.cif,228,N/A,0.001
1709230.cif,175,N/A,0.002
1234352.cif,450,N/A,0.003
1606117.cif,265,N/A,0.002
535521.cif,160,N/A,0.004
1728598.cif,206,N/A,0.003
1217762.cif,206,N/A,0.002
1602826.cif,268,N/A,0.002
1228592.cif,212,N/A,0.002
1236974.cif,265,N/A,0.002
1711696.cif,333,N/A,0.003
552035.cif,212,N/A,0.003
535910.cif,296,N/A,0.003
459174.cif,296,N/A,0.005
1231969.cif,450,N/A,0.004
1627324.cif,183,N/A,0.002
1636229.cif,360,N/A,0.002
1407058.cif,270,N/A,0.002
1611696.cif,244,N/A,0.002
1920708.cif,267,N/A,0.002
559174.cif,206,N/A,0.002
539680.cif,332,N/A,0.004
537875.cif,228,N/A,0.004
1217776.cif,212,N/A,0.005
1602832.cif,402,N/A,0.005
1219983.cif,296,N/A,0.005
1615396.cif,212,N/A,0.003
1031053.cif,206,N/A,0.002
1011383.cif,189,N/A,0.005
552009.cif,212,N/A,0.004
1227845.cif,212,N/A,0.004
1005484.cif,228,N/A,0.004
1350415.cif,206,N/A,0.005
535938.cif,296,N/A,0.003
1007293.cif,296,N/A,0.002
382271.cif,180,N/A,0.001
1048584.cif,332,N/A,0.003
1227689.cif,206,N/A,0.005
1644683.cif,296,N/A,0.004
301178.cif,317,N/A,0.003
302471.cif,210,N/A,0.002
1607976.cif,212,N/A,0.002
1410295.cif,228,N/A,0.002
1726947.cif,212,N/A,0.002
1000503.cif,296,N/A,0.003
1010076.cif,206,N/A,0.002
1948463.cif,180,N/A,0.001
1803660.cif,206,N/A,0.002
1041577.cif,194,N/A,0.002
1217945.cif,160,N/A,0.002
1941309.cif,323,N/A,0.003
301811.cif,175,N/A,0.002
1008177.cif,464,N/A,0.002
1011432.cif,284,N/A,0.002
1231996.cif,296,N/A,0.002
1008163.cif,222,N/A,0.001
1948339.cif,175,N/A,0.002
1004981.cif,206,N/A,0.002
1022946.cif,495,N/A,0.002
1041563.cif,209,N/A,0.002
1020189.cif,212,N/A,0.002
1240809.cif,333,N/A,0.002
1217789.cif,160,N/A,0.002
1008942.cif,456,N/A,0.002
1245636.cif,436,N/A,0.003
1213470.cif,160,N/A,0.001
1725447.cif,228,N/A,0.001
559014.cif,296,N/A,0.002
557987.cif,228,N/A,0.001
303155.cif,253,N/A,0.002
1020770.cif,206,N/A,0.002
535864.cif,296,N/A,0.002
1820668.cif,228,N/A,0.001
1030577.cif,386,N/A,0.002
535870.cif,296,N/A,0.002
1245622.cif,436,N/A,0.003
1824368.cif,212,N/A,0.001
1238839.cif,265,N/A,0.002
1933166.cif,175,N/A,0.002
1831003.cif,414,N/A,0.002
537929.cif,296,N/A,0.002
1607816.cif,296,N/A,0.002
1640585.cif,272,N/A,0.001
1722314.cif,206,N/A,0.002
1625309.cif,332,N/A,0.002
1200356.cif,228,N/A,0.002
1539798.cif,228,N/A,0.002
300460.cif,228,N/A,0.002
535680.cif,212,N/A,0.002
535858.cif,296,N/A,0.002
548643.cif,212,N/A,0.002
1825738.cif,295,N/A,0.002
1013392.cif,300,N/A,0.002
1000488.cif,228,N/A,0.001
1929102.cif,296,N/A,0.002
380274.cif,212,N/A,0.001
1640591.cif,456,N/A,0.002
1253097.cif,430,N/A,0.003
460124.cif,210,N/A,0.002
1000305.cif,272,N/A,0.001
1010116.cif,180,N/A,0.001
1228343.cif,212,N/A,0.002
1006012.cif,253,N/A,0.002
539045.cif,436,N/A,0.003
1007318.cif,228,N/A,0.001
460130.cif,210,N/A,0.002
1227702.cif,228,N/A,0.001
1323216.cif,464,N/A,0.002
1000311.cif,180,N/A,0.001
1010102.cif,180,N/A,0.001
1955220.cif,296,N/A,0.002
1406597.cif,180,N/A,0.001
1630089.cif,212,N/A,0.003
1435175.cif,228,N/A,0.002
1954116.cif,212,N/A,0.002
1237539.cif,178,N/A,0.001
1220045.cif,196,N/A,0.002
1013423.cif,233,N/A,0.002
548680.cif,212,N/A,0.002
1431475.cif,385,N/A,0.003
1007330.cif,183,N/A,0.002
1008003.cif,284,N/A,0.003
1324237.cif,333,N/A,0.003
535643.cif,466,N/A,0.005
1007324.cif,183,N/A,0.002
1011546.cif,317,N/A,0.002
548694.cif,212,N/A,0.002
1431461.cif,394,N/A,0.003
537040.cif,394,N/A,0.002
1149739.cif,180,N/A,0.001
1006984.cif,466,N/A,0.004
1802807.cif,296,N/A,0.002
536809.cif,206,N/A,0.002
1013806.cif,296,N/A,0.002
1717191.cif,300,N/A,0.002
552343.cif,332,N/A,0.002
1623552.cif,496,N/A,0.002
1939649.cif,228,N/A,0.001
1011963.cif,333,N/A,0.002
1634748.cif,160,N/A,0.001
312266.cif,228,N/A,0.001
1925248.cif,326,N/A,0.003
300662.cif,385,N/A,0.002
459558.cif,212,N/A,0.001
536821.cif,206,N/A,0.002
1824156.cif,296,N/A,0.002
1722102.cif,206,N/A,0.002
1227299.cif,456,N/A,0.002
300676.cif,212,N/A,0.002
1234583.cif,356,N/A,0.002
1232119.cif,284,N/A,0.002
1803264.cif,180,N/A,0.001
560332.cif,228,N/A,0.001
1142320.cif,296,N/A,0.002
1010472.cif,206,N/A,0.002
1430233.cif,228,N/A,0.001
1225303.cif,206,N/A,0.002
1233575.cif,228,N/A,0.001
551845.cif,212,N/A,0.001
1121877.cif,268,N/A,0.001
1006562.cif,268,N/A,0.001
1009137.cif,180,N/A,0.001
300689.cif,212,N/A,0.002
1142334.cif,323,N/A,0.003
1643503.cif,233,N/A,0.002
1818136.cif,175,N/A,0.002
1008229.cif,296,N/A,0.002
1611523.cif,212,N/A,0.002
1008201.cif,228,N/A,0.001
1232125.cif,233,N/A,0.002
558849.cif,296,N/A,0.002
1147264.cif,414,N/A,0.003
1148157.cif,212,N/A,0.002
1232643.cif,228,N/A,0.001
461004.cif,332,N/A,0.002
1729080.cif,426,N/A,0.002
535327.cif,228,N/A,0.001
1709344.cif,326,N/A,0.002
1008573.cif,323,N/A,0.003
1729094.cif,266,N/A,0.002
458849.cif,206,N/A,0.002
1048157.cif,223,N/A,0.002
535333.cif,316,N/A,0.002
1013635.cif,212,N/A,0.002
1642621.cif,416,N/A,0.002
1433074.cif,160,N/A,0.002
1008215.cif,175,N/A,0.002
535325.cif,228,N/A,0.001
1013623.cif,482,N/A,0.003
538167.cif,129,N/A,0.002
1612000.cif,160,N/A,0.002
1718539.cif,222,N/A,0.001
311976.cif,233,N/A,0.002
542813.cif,212,N/A,0.001
1008217.cif,199,N/A,0.002
1433076.cif,160,N/A,0.001
1642623.cif,236,N/A,0.002
1013637.cif,212,N/A,0.002
1234224.cif,466,N/A,0.004
535331.cif,316,N/A,0.002
1048155.cif,223,N/A,0.002
1008571.cif,175,N/A,0.002
1430231.cif,228,N/A,0.001
535319.cif,228,N/A,0.001
1520988.cif,160,N/A,0.001
1009121.cif,212,N/A,0.002
1606049.cif,210,N/A,0.001
1054226.cif,160,N/A,0.001
1611521.cif,212,N/A,0.001
1818134.cif,326,N/A,0.003
1121875.cif,268,N/A,0.001
1703131.cif,333,N/A,0.002
1233577.cif,228,N/A,0.001
1964216.cif,356,N/A,0.002
300660.cif,385,N/A,0.002
1634762.cif,295,N/A,0.002
1011949.cif,333,N/A,0.002
1803299.cif,300,N/A,0.002
537283.cif,212,N/A,0.002
1234581.cif,212,N/A,0.002
300674.cif,212,N/A,0.001
382663.cif,466,N/A,0.004
1233588.cif,211,N/A,0.002
536823.cif,206,N/A,0.002
1717193.cif,383,N/A,0.003
1013804.cif,296,N/A,0.002
1961352.cif,199,N/A,0.002
1023079.cif,175,N/A,0.002
1533937.cif,332,N/A,0.002
300648.cif,385,N/A,0.002
1634992.cif,212,N/A,0.002
1410650.cif,445,N/A,0.002
302739.cif,253,N/A,0.002
1802811.cif,296,N/A,0.002
1717187.cif,356,N/A,0.002
1324235.cif,333,N/A,0.002
1944461.cif,212,N/A,0.001
535899.cif,296,N/A,0.002
1007332.cif,183,N/A,0.001
1008001.cif,284,N/A,0.002
1431477.cif,266,N/A,0.002
548682.cif,212,N/A,0.002
1005525.cif,317,N/A,0.003
560668.cif,180,N/A,0.001
1901883.cif,206,N/A,0.001
1010128.cif,180,N/A,0.001
1435177.cif,228,N/A,0.001
1006986.cif,413,N/A,0.002
548696.cif,212,N/A,0.002
1237249.cif,212,N/A,0.002
1953109.cif,228,N/A,0.002
1007326.cif,183,N/A,0.002
1129781.cif,206,N/A,0.002
539047.cif,212,N/A,0.002
1228341.cif,212,N/A,0.002
1006010.cif,253,N/A,0.002
1010114.cif,180,N/A,0.002
1829841.cif,228,N/A,0.001
1000307.cif,180,N/A,0.001
460126.cif,210,N/A,0.002
1920865.cif,268,N/A,0.001
540590.cif,228,N/A,0.001
1013409.cif,483,N/A,0.003
1010100.cif,180,N/A,0.002
460132.cif,210,N/A,0.002
1227700.cif,228,N/A,0.001
1905373.cif,180,N/A,0.001
535669.cif,212,N/A,0.002
301797.cif,296,N/A,0.002
1936752.cif,175,N/A,0.002
548641.cif,212,N/A,0.002
535682.cif,212,N/A,0.002
300462.cif,228,N/A,0.001
1722316.cif,206,N/A,0.002
1232480.cif,228,N/A,0.001
1410308.cif,228,N/A,0.001
1231823.cif,420,N/A,0.002
1121336.cif,210,N/A,0.001
301740.cif,210,N/A,0.002
535866.cif,296,N/A,0.002
1810965.cif,440,N/A,0.002
1935267.cif,233,N/A,0.002
1145854.cif,212,N/A,0.002
1822069.cif,267,N/A,0.002
557985.cif,228,N/A,0.001
1725445.cif,206,N/A,0.002
1213472.cif,160,N/A,0.002
1245634.cif,436,N/A,0.003
1008940.cif,296,N/A,0.002
1933170.cif,175,N/A,0.002
1122165.cif,212,N/A,0.002
1933164.cif,175,N/A,0.002
548669.cif,212,N/A,0.001
1833170.cif,180,N/A,0.001
1215771.cif,369,N/A,0.003
535872.cif,296,N/A,0.002
1030575.cif,386,N/A,0.002
1231758.cif,464,N/A,0.003
1054178.cif,261,N/A,0.002
1005451.cif,180,N/A,0.002
538577.cif,206,N/A,0.002
1646041.cif,365,N/A,0.002
1041575.cif,194,N/A,0.002
1041561.cif,194,N/A,0.002
1152509.cif,194,N/A,0.002
1004983.cif,206,N/A,0.002
1803138.cif,343,N/A,0.002
1008161.cif,228,N/A,0.002
1604500.cif,304,N/A,0.002
1011430.cif,284,N/A,0.002
301807.cif,175,N/A,0.002
1834964.cif,323,N/A,0.003
1008149.cif,180,N/A,0.001
1231764.cif,301,N/A,0.002
1011418.cif,426,N/A,0.002
535709.cif,228,N/A,0.001
1908051.cif,332,N/A,0.003
1340189.cif,233,N/A,0.002
1410297.cif,228,N/A,0.001
560720.cif,212,N/A,0.002
1803662.cif,206,N/A,0.002
1715425.cif,210,N/A,0.001
1006616.cif,206,N/A,0.002
1520432.cif,268,N/A,0.001
301185.cif,199,N/A,0.002
1010074.cif,206,N/A,0.002
1000501.cif,296,N/A,0.002
1716892.cif,496,N/A,0.003
1234608.cif,265,N/A,0.002
1407099.cif,228,N/A,0.001
538239.cif,212,N/A,0.002
462137.cif,212,N/A,0.002
1910187.cif,266,N/A,0.002
1005492.cif,222,N/A,0.002
1216324.cif,212,N/A,0.002
1810193.cif,206,N/A,0.002
1415310.cif,206,N/A,0.002
1011381.cif,189,N/A,0.002
1342761.cif,332,N/A,0.003
1602818.cif,296,N/A,0.002
1234185.cif,212,N/A,0.002
1628983.cif,333,N/A,0.002
302473.cif,386,N/A,0.002
1503214.cif,212,N/A,0.002
1824222.cif,228,N/A,0.001
1000298.cif,272,N/A,0.001
1211339.cif,296,N/A,0.002
459638.cif,212,N/A,0.002
382515.cif,212,N/A,0.002
1007291.cif,296,N/A,0.002
1824544.cif,296,N/A,0.002
1350417.cif,161,N/A,0.001
1405659.cif,333,N/A,0.002
459176.cif,296,N/A,0.002
1611858.cif,228,N/A,0.001
559162.cif,228,N/A,0.001
552037.cif,212,N/A,0.002
1711694.cif,142,N/A,0.001
1236976.cif,265,N/A,0.002
1840798.cif,414,N/A,0.002
554446.cif,212,N/A,0.002
1602824.cif,268,N/A,0.001
1615394.cif,212,N/A,0.002
1602830.cif,268,N/A,0.001
537877.cif,228,N/A,0.001
1639118.cif,265,N/A,0.002
535906.cif,296,N/A,0.002
1717018.cif,212,N/A,0.002
535251.cif,228,N/A,0.001
1234344.cif,206,N/A,0.001
537320.cif,142,N/A,0.001
1645038.cif,466,N/A,0.004
535523.cif,160,N/A,0.002
1965915.cif,466,N/A,0.004
1606115.cif,265,N/A,0.002
1638945.cif,266,N/A,0.002
1814120.cif,413,N/A,0.002
1142518.cif,175,N/A,0.002
1433664.cif,490,N/A,0.002
535245.cif,228,N/A,0.001
1611327.cif,228,N/A,0.001
1803474.cif,233,N/A,0.002
1324619.cif,296,N/A,0.002
1718317.cif,228,N/A,0.001
1042524.cif,178,N/A,0.001
1233371.cif,272,N/A,0.001
314952.cif,212,N/A,0.001
1608104.cif,356,N/A,0.002
1928829.cif,316,N/A,0.002
536016.cif,180,N/A,0.001
1623381.cif,360,N/A,0.002
1000703.cif,334,N/A,0.002
1010510.cif,450,N/A,0.003
1433658.cif,490,N/A,0.002
1247382.cif,212,N/A,0.002
1432546.cif,316,N/A,0.002
535279.cif,228,N/A,0.001
302856.cif,231,N/A,0.002
1522027.cif,296,N/A,0.002
1023657.cif,179,N/A,0.002
1044814.cif,206,N/A,0.002
1002699.cif,228,N/A,0.002
1011183.cif,399,N/A,0.003
535292.cif,228,N/A,0.001
1240406.cif,206,N/A,0.002
1820252.cif,296,N/A,0.002
1242577.cif,180,N/A,0.001
1232090.cif,233,N/A,0.002
1407270.cif,382,N/A,0.003
1824752.cif,222,N/A,0.001
1907835.cif,420,N/A,0.003
1252770.cif,293,N/A,0.002
1407264.cif,382,N/A,0.002
1719784.cif,175,N/A,0.002
535286.cif,228,N/A,0.001
1820246.cif,199,N/A,0.002
1240412.cif,206,N/A,0.002
1920534.cif,160,N/A,0.001
1044800.cif,296,N/A,0.002
1816904.cif,206,N/A,0.002
1814875.cif,206,N/A,0.002
1120376.cif,296,N/A,0.002
542740.cif,300,N/A,0.002
1248714.cif,212,N/A,0.001
459360.cif,212,N/A,0.001
1406146.cif,332,N/A,0.002
1722048.cif,160,N/A,0.001
1243127.cif,212,N/A,0.002
1635246.cif,206,N/A,0.002
309718.cif,175,N/A,0.002
1350628.cif,296,N/A,0.002
1406147.cif,332,N/A,0.002
1214718.cif,272,N/A,0.002
459361.cif,212,N/A,0.002
1923000.cif,316,N/A,0.001
309719.cif,175,N/A,0.002
1635247.cif,206,N/A,0.002
1723357.cif,180,N/A,0.001
540624.cif,317,N/A,0.002
1722049.cif,160,N/A,0.001
1239846.cif,466,N/A,0.004
542741.cif,386,N/A,0.002
1406153.cif,212,N/A,0.001
1814874.cif,206,N/A,0.002
1719785.cif,212,N/A,0.001
1824747.cif,304,N/A,0.002
1407265.cif,382,N/A,0.002
1907834.cif,326,N/A,0.002
1920535.cif,266,N/A,0.002
1820247.cif,210,N/A,0.001
1240413.cif,206,N/A,0.002
535287.cif,228,N/A,0.001
1240407.cif,206,N/A,0.002
535293.cif,228,N/A,0.001
1011182.cif,399,N/A,0.003
